image_id,utility
50e5f7d4d7c3df413b00056a,-0.060058117
50e5f7d4d7c3df413b00056b,-0.060260847
50e5f7d4d7c3df413b00056c,-0.05973123
50e5f7d4d7c3df413b00056d,0.0587617
50e5f7d4d7c3df413b00056e,-0.06037484
50e5f7d4d7c3df413b00056f,-0.06014835
50e5f7d4d7c3df413b000570,-0.060093533
50e5f7d5d7c3df413b000571,-0.05992241
50e5f7d5d7c3df413b000572,-0.05978678
50e5f7d5d7c3df413b000573,-0.060327142
50e5f7d5d7c3df413b000574,0.058855236
50e5f7d5d7c3df413b000575,0.0592482
50e5f7d5d7c3df413b000576,-0.010061646
50e5f7d5d7c3df413b000577,0.058389723
50e5f7d5d7c3df413b000578,0.059258334
50e5f7d5d7c3df413b000579,-0.06014289
50e5f7d5d7c3df413b00057a,-0.06022975
50e5f7d5d7c3df413b00057b,-0.06002985
50e5f7d6d7c3df413b00057c,-0.06022969
50e5f7d6d7c3df413b00057d,0.0586373
50e5f7d6d7c3df413b00057e,0.058854952
50e5f7d6d7c3df413b00057f,0.012979082
50e5f7d6d7c3df413b000580,0.05863546
50e5f7d6d7c3df413b000581,0.058309417
50e5f7d6d7c3df413b000582,0.059447598
50e5f7d6d7c3df413b000583,-0.06019588
50e5f7d6d7c3df413b000584,-0.059688114
50e5f7d6d7c3df413b000585,-0.060136396
50e5f7d6d7c3df413b000586,-0.060338654
50e5f7d6d7c3df413b000587,0.016394647
50e5f7d7d7c3df413b000588,-0.060276546
50e5f7d7d7c3df413b000589,-0.060374673
50e5f7d7d7c3df413b00058a,0.05888449
50e5f7d7d7c3df413b00058b,0.013161257
50e5f7d7d7c3df413b00058c,-0.060315043
50e5f7d7d7c3df413b00058d,-0.0602983
50e5f7d7d7c3df413b00058e,-0.060108542
50e5f7d7d7c3df413b00058f,0.059272528
50e5f7d7d7c3df413b000590,0.05938808
50e5f7d7d7c3df413b000591,-0.06021156
50e5f7d7d7c3df413b000592,-0.0595526
50e5f7d7d7c3df413b000593,-0.06008502
50e5f7d8d7c3df413b000594,0.05890908
50e5f7d8d7c3df413b000595,-0.059857395
50e5f7d8d7c3df413b000596,0.059328638
50e5f7d8d7c3df413b000597,0.059435755
50e5f7d8d7c3df413b000598,-0.059803575
50e5f7d8d7c3df413b000599,0.05917494
50e5f7d8d7c3df413b00059a,-0.06039755
50e5f7d8d7c3df413b00059b,-0.060286123
50e5f7d8d7c3df413b00059c,-0.059611626
50e5f7d8d7c3df413b00059d,-0.060159385
50e5f7d8d7c3df413b00059e,-0.013961244
50e5f7d8d7c3df413b00059f,0.059285965
50e5f7d8d7c3df413b0005a0,0.058349743
50e5f7d9d7c3df413b0005a1,-0.060129777
50e5f7d9d7c3df413b0005a2,0.059128374
50e5f7d9d7c3df413b0005a3,-0.00033793555
50e5f7d9d7c3df413b0005a4,-0.000571734
50e5f7d9d7c3df413b0005a5,-0.06014234
50e5f7d9d7c3df413b0005a6,-0.010112321
50e5f7d9d7c3df413b0005a7,0.059367195
50e5f7d9d7c3df413b0005a8,-0.018190932
50e5f7d9d7c3df413b0005a9,-0.00043705746
50e5f7d9d7c3df413b0005aa,-0.0602296
50e5f7dad7c3df413b0005ab,-0.060279787
50e5f7dad7c3df413b0005ac,-0.060338467
50e5f7dad7c3df413b0005ad,-0.0601084
50e5f7dad7c3df413b0005ae,0.059247833
50e5f7dad7c3df413b0005af,0.05853969
50e5f7dad7c3df413b0005b0,-0.0603248
50e5f7dad7c3df413b0005b1,-0.013912943
50e5f7dad7c3df413b0005b2,0.05907003
50e5fae9d7c3df413b000730,-0.018798597
50e5fae9d7c3df413b000731,-0.059857324
50e5faead7c3df413b000732,0.05878271
50e5faead7c3df413b000733,0.05940018
50e5faead7c3df413b000734,-0.06027647
50e5faead7c3df413b000735,-0.016082872
50e5faead7c3df413b000736,0.059429742
50e5faead7c3df413b000737,-0.059587143
50e5faead7c3df413b000738,-0.060362056
50e5faead7c3df413b000739,-0.06031987
50e5faead7c3df413b00073a,0.058691274
50e5faead7c3df413b00073b,-0.060307294
50e5faead7c3df413b00073c,-0.060322486
50e5faead7c3df413b00073d,-0.06016456
50e5faead7c3df413b00073e,-0.060049176
50e5faead7c3df413b00073f,-0.060380362
50e5faead7c3df413b000740,-0.060338505
50e5faebd7c3df413b000741,0.059175365
50e5faebd7c3df413b000742,-0.060281225
50e5faebd7c3df413b000743,0.058856003
50e5faebd7c3df413b000744,-0.059845503
50e5faebd7c3df413b000745,-0.00051648106
50e5faebd7c3df413b000746,-0.059730865
50e5faebd7c3df413b000747,0.05911938
50e5faebd7c3df413b000748,-0.059804346
50e5faebd7c3df413b000749,-0.010109929
50e5faebd7c3df413b00074a,-0.059832696
50e5faebd7c3df413b00074b,-0.013969009
50e5faebd7c3df413b00074c,-0.017313074
50e5faebd7c3df413b00074d,-0.059551127
50e5faebd7c3df413b00074e,-0.060309
50e5faebd7c3df413b00074f,0.059152853
50e5faebd7c3df413b000750,-0.059845082
50e5faebd7c3df413b000751,-0.017281074
50e5faebd7c3df413b000752,-0.06014245
50e5faebd7c3df413b000753,-0.060309984
50e5faecd7c3df413b000754,-0.060379863
50e5faecd7c3df413b000755,0.059290137
50e5faecd7c3df413b000756,-0.06004873
50e5faecd7c3df413b000757,0.059128165
50e5faecd7c3df413b000758,-0.06029895
50e5faecd7c3df413b000759,0.059286248
50e5faecd7c3df413b00075a,-0.060325533
50e5faecd7c3df413b00075b,0.058738545
50e5faecd7c3df413b00075c,-0.059845366
50e5faecd7c3df413b00075d,0.058761917
50e5faecd7c3df413b00075e,-0.060161613
50e5faecd7c3df413b00075f,-0.060299013
50e5faecd7c3df413b000760,-0.060251154
50e5faecd7c3df413b000761,-0.060148142
50e5faecd7c3df413b000762,-0.06032729
50e5faedd7c3df413b000763,-0.060184985
50e5faedd7c3df413b000764,0.05930204
50e5faedd7c3df413b000765,-0.060334444
50e5faedd7c3df413b000766,-0.018770125
50e5faedd7c3df413b000767,-0.059769757
50e5faedd7c3df413b000768,-0.060279824
50e5faedd7c3df413b000769,-0.059803303
50e5faedd7c3df413b00076a,-0.059555136
50e5faedd7c3df413b00076b,0.059181586
50e5faedd7c3df413b00076c,-0.060413726
50e5faedd7c3df413b00076d,-0.060372792
50e5faedd7c3df413b00076e,0.059211172
50e5faedd7c3df413b00076f,-0.06022059
50e5faedd7c3df413b000770,0.009219676
50e5faedd7c3df413b000771,-0.060234226
50e5faeed7c3df413b000772,-0.060159624
50e5faeed7c3df413b000773,-0.06029528
50e5faeed7c3df413b000774,-0.00008991384
50e5faeed7c3df413b000775,0.05918192
50e5faeed7c3df413b000776,-0.06026419
50e5faeed7c3df413b000777,-0.05985719
50e5faeed7c3df413b000778,0.05885656
50e5faeed7c3df413b000779,0.058870398
50e5faeed7c3df413b00077a,-0.05971177
50e5faeed7c3df413b00077b,0.058823094
50e5faeed7c3df413b00077c,-0.060329534
50e5faeed7c3df413b00077d,-0.06034836
50e5faeed7c3df413b00077e,-0.06021111
50e5faeed7c3df413b00077f,0.013048511
50e5faeed7c3df413b000780,-0.059845656
50e5faeed7c3df413b000781,-0.0602922
50e5faeed7c3df413b000782,-0.060255043
50e5faeed7c3df413b000783,-0.059769828
50e5faeed7c3df413b000784,0.05860675
50e5faefd7c3df413b000785,-0.013987042
50e5faefd7c3df413b000786,-0.060129803
50e5faefd7c3df413b000787,-0.060344476
50e73275d7c3df413b000e1c,-0.06027978
50e73275d7c3df413b000e1d,-0.059845477
50e73275d7c3df413b000e1e,-0.059769247
50e73275d7c3df413b000e1f,-0.060136624
50e73275d7c3df413b000e20,0.058761615
50e73275d7c3df413b000e21,0.059137434
50e73275d7c3df413b000e22,-0.06014236
50e73275d7c3df413b000e23,-0.016018594
50e73275d7c3df413b000e24,-0.06025005
50e73275d7c3df413b000e25,-0.060402542
50e73275d7c3df413b000e26,0.05880236
50e73275d7c3df413b000e27,-0.017372988
50e73275d7c3df413b000e28,-0.06013664
50e73275d7c3df413b000e29,0.059188243
50e73275d7c3df413b000e2a,-0.05968726
50e73276d7c3df413b000e2b,0.059396453
50e73276d7c3df413b000e2c,0.059181713
50e73276d7c3df413b000e2d,-0.013976115
50e73276d7c3df413b000e2e,0.05940553
50e73276d7c3df413b000e2f,0.05914475
50e73276d7c3df413b000e30,-0.0004167694
50e73276d7c3df413b000e31,-0.06013611
50e73276d7c3df413b000e32,-0.060148284
50e73276d7c3df413b000e33,0.00931709
50e73276d7c3df413b000e34,-0.059664063
50e73276d7c3df413b000e35,0.058871016
50e73276d7c3df413b000e36,0.05933959
50e73276d7c3df413b000e37,-0.060159333
50e73276d7c3df413b000e38,-0.060229667
50e73276d7c3df413b000e39,-0.06030371
50e73276d7c3df413b000e3a,-0.06035567
50e73276d7c3df413b000e3b,-0.06040155
50e73276d7c3df413b000e3c,0.059263207
50e73276d7c3df413b000e3d,-0.06037633
50e73276d7c3df413b000e3e,0.058884572
50e73276d7c3df413b000e3f,-0.06032708
50e73276d7c3df413b000e40,-0.016048722
50e748e2d7c3df413b00139f,0.059388023
50e748e2d7c3df413b0013a0,0.059091695
50e748e2d7c3df413b0013a1,0.059407186
50e748e2d7c3df413b0013a2,0.009133039
50e748e2d7c3df413b0013a3,0.059441768
50e748e2d7c3df413b0013a4,0.058919907
50e748e2d7c3df413b0013a5,0.012949154
50e748e2d7c3df413b0013a6,-0.06031263
50e748e2d7c3df413b0013a7,0.05919429
50e748e2d7c3df413b0013a8,0.05866459
50e748e2d7c3df413b0013a9,-0.06033636
50e748e2d7c3df413b0013aa,0.05925809
50e748e2d7c3df413b0013ab,0.05927738
50e748e2d7c3df413b0013ac,-0.00051755394
50e748e2d7c3df413b0013ad,-0.060215887
50e748e2d7c3df413b0013ae,0.059352994
50e748e2d7c3df413b0013af,-0.00095315446
50e748e2d7c3df413b0013b0,0.059258252
50e748e3d7c3df413b0013b1,-0.0000216841
50e748e3d7c3df413b0013b2,0.059145257
50e748e3d7c3df413b0013b3,0.058870535
50e748e3d7c3df413b0013b4,-0.06020598
