image_id,utility
50e5f7d4d7c3df413b00056a,-0.49365216
50e5f7d4d7c3df413b00056b,-1.7594118
50e5f7d4d7c3df413b00056c,-1.0503854
50e5f7d4d7c3df413b00056d,0.2840764
50e5f7d4d7c3df413b00056e,-1.2855508
50e5f7d4d7c3df413b00056f,-1.4767796
50e5f7d4d7c3df413b000570,0.43132678
50e5f7d5d7c3df413b000571,-0.4535452
50e5f7d5d7c3df413b000572,0.111905955
50e5f7d5d7c3df413b000573,-1.4302723
50e5f7d5d7c3df413b000574,0.23535119
50e5f7d5d7c3df413b000575,0.78336614
50e5f7d5d7c3df413b000576,0.5251014
50e5f7d5d7c3df413b000577,0.14059915
50e5f7d5d7c3df413b000578,0.47651634
50e5f7d5d7c3df413b000579,-2.136978
50e5f7d5d7c3df413b00057a,-1.258353
50e5f7d5d7c3df413b00057b,-0.59512734
50e5f7d6d7c3df413b00057c,-1.0394399
50e5f7d6d7c3df413b00057d,0.20579089
50e5f7d6d7c3df413b00057e,0.089849874
50e5f7d6d7c3df413b00057f,0.10594336
50e5f7d6d7c3df413b000580,0.018856332
50e5f7d6d7c3df413b000581,0.070823476
50e5f7d6d7c3df413b000582,2.5145414
50e5f7d6d7c3df413b000583,-0.28401056
50e5f7d6d7c3df413b000584,-0.6858573
50e5f7d6d7c3df413b000585,-2.097316
50e5f7d6d7c3df413b000586,-1.8590003
50e5f7d6d7c3df413b000587,0.6492825
50e5f7d7d7c3df413b000588,-1.0450621
50e5f7d7d7c3df413b000589,-1.5716649
50e5f7d7d7c3df413b00058a,1.0102137
50e5f7d7d7c3df413b00058b,0.620206
50e5f7d7d7c3df413b00058c,-0.949495
50e5f7d7d7c3df413b00058d,-1.5906343
50e5f7d7d7c3df413b00058e,-0.2272335
50e5f7d7d7c3df413b00058f,0.306854
50e5f7d7d7c3df413b000590,0.9942329
50e5f7d7d7c3df413b000591,-0.6365104
50e5f7d7d7c3df413b000592,-0.4148624
50e5f7d7d7c3df413b000593,-0.7421869
50e5f7d8d7c3df413b000594,2.661769
50e5f7d8d7c3df413b000595,-0.6387594
50e5f7d8d7c3df413b000596,0.7586553
50e5f7d8d7c3df413b000597,1.6965873
50e5f7d8d7c3df413b000598,-0.70057803
50e5f7d8d7c3df413b000599,1.0055753
50e5f7d8d7c3df413b00059a,-1.4755061
50e5f7d8d7c3df413b00059b,-0.14101446
50e5f7d8d7c3df413b00059c,-0.4170815
50e5f7d8d7c3df413b00059d,-1.7881287
50e5f7d8d7c3df413b00059e,0.21371467
50e5f7d8d7c3df413b00059f,0.77598125
50e5f7d8d7c3df413b0005a0,-0.19961688
50e5f7d9d7c3df413b0005a1,-0.603413
50e5f7d9d7c3df413b0005a2,0.45233142
50e5f7d9d7c3df413b0005a3,0.19684759
50e5f7d9d7c3df413b0005a4,0.002063646
50e5f7d9d7c3df413b0005a5,-1.9171509
50e5f7d9d7c3df413b0005a6,-1.0415479
50e5f7d9d7c3df413b0005a7,1.5564607
50e5f7d9d7c3df413b0005a8,-0.64771247
50e5f7d9d7c3df413b0005a9,-0.43936342
50e5f7d9d7c3df413b0005aa,-0.94514155
50e5f7dad7c3df413b0005ab,-0.5099132
50e5f7dad7c3df413b0005ac,-1.4269893
